Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
MVC,BDBMC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,UPCOM,100000000,Không được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2017-03-21T17:00:00.000Z,35000000.0,0.35,0.25,0.0001,0.49
BFC,BDFC,Công ty Cổ phần Phân bón Bình Điền,HOSE,57167993,Được ký quỹ,Hóa chất,Sản xuất phân bón,2015-10-06T17:00:00.000Z,20008797.0,0.35,0.65000008,0.0436,0.48999999
BDG,BDGAR,Công ty Cổ phần May mặc Bình Dương,UPCOM,24799920,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2016-04-05T17:00:00.000Z,3719988.0,0.15,0.23656605,0.0121,0.5
BSA,BDHC,Công ty Cổ phần Thủy điện Buôn Đôn,UPCOM,65540346,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2018-08-19T17:00:00.000Z,13108069.0,0.2,0.83999999,0.0,0.0
PRT,BDMIE,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,UPCOM,300000000,Không được ký quỹ,Bao bì,"Bao bì, đóng gói từ giấy",2018-05-06T17:00:00.000Z,30000000.0,0.1,0.5,0.0,0.49
BDW,BDW,Công ty Cổ phần Cấp thoát nước Bình Định,UPCOM,12410800,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2015-10-13T17:00:00.000Z,2482160.0,0.2,0.51,0.0005,0.49
BED,BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,HNX,3000000,Được ký quỹ,Phương tiện truyền thông,Xuất bản,2009-10-20T17:00:00.000Z,450000.0,0.15,0.0,0.0,0.49
BEL,BELCO,Công ty Cổ phần Điện tử Biên Hòa,UPCOM,6000000,Không được ký quỹ,Hàng gia dụng,Sản xuất điện tử dân dụng,2016-07-11T17:00:00.000Z,1800000.0,0.3,0.51,0.0,0.49
NBT,BEWACO,Công ty Cổ phần Cấp thoát nước Bến Tre,UPCOM,29400000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2016-05-31T17:00:00.000Z,1064490.0,0.03620714,0.64,0.0046,0.5
BGW,BGWS,Công ty Cổ phần Nước sạch Bắc Giang,UPCOM,18149446,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-10-30T17:00:00.000Z,3629889.0,0.2,0.51000174,0.0,0.48999997
BHA,BHA,Công ty cổ phần Thủy điện Bắc Hà,UPCOM,66000000,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2017-08-01T17:00:00.000Z,23100000.0,0.35,0.0,0.0,0.49
BHC,BHC,Công ty Cổ phần Bê tông Biên Hòa,UPCOM,4500000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất bê tông,2015-04-09T17:00:00.000Z,2250000.0,0.5,0.0,0.0095,0.49
BHK,BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,UPCOM,3986000,Không được ký quỹ,Đồ uống,Sản xuất bia ,2018-04-04T17:00:00.000Z,2989500.0,0.75,0.28098344,0.0,1.0
BHN,BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,HOSE,231800000,Được ký quỹ,Đồ uống,Sản xuất bia ,2017-01-18T17:00:00.000Z,2009400.0,0.00866868,0.81791372,0.1759,0.49
BHP,BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,UPCOM,9179290,Không được ký quỹ,Đồ uống,Sản xuất bia ,2013-01-20T17:00:00.000Z,3212751.0,0.35,0.65005028,0.0003,0.48999999
BHT,BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC,UPCOM,4600000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2018-06-07T17:00:00.000Z,2990000.0,0.65,0.04941304,0.0034,0.49
BIC,BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,117276895,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2011-09-05T17:00:00.000Z,17591534.0,0.15,0.5094717,0.4708,0.49
BID,BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,HOSE,5058523816,Được ký quỹ,Ngân hàng,Ngân hàng,2014-01-23T17:00:00.000Z,202340952.0,0.04,0.80987569,0.1723,0.3
BCM,BIDC,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,HOSE,1035000000,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2020-08-30T17:00:00.000Z,41400000.0,0.04,0.95440077,0.0277,0.49
BLT,BIDIFOOD,Công ty Cổ phần Lương thực Bình Định,UPCOM,4000000,Không được ký quỹ,Sản phẩm thực phẩm,Xay sát và chế biến các loại hạt,2017-07-09T17:00:00.000Z,2000000.0,0.5,0.51,0.0035,0.49
DBD,BIDIP,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định,HOSE,74843474,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2018-06-14T17:00:00.000Z,63616952.0,0.85,0.1026053,0.0883,1.0
BHG,BIENHOTEA,Công ty Cổ phần Chè Biển Hồ,UPCOM,8935643,Không được ký quỹ,Sản phẩm thực phẩm,Trồng cây có hạt và cây ăn trái,2018-10-29T17:00:00.000Z,893564.0,0.1,0.21822716,0.0,0.48999999
BII,BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,HNX,57680000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2014-09-21T17:00:00.000Z,57680000.0,1.0,0.0,0.0011,0.0
BIO,BIOPHARCO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,UPCOM,8551500,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2018-08-29T17:00:00.000Z,1282725.0,0.15,0.14556412,0.001,0.0
BWE,BIWASE,Công ty Cổ phần Nước - Môi trường Bình Dương,HOSE,192920000,Được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-07-19T17:00:00.000Z,57876000.0,0.3,0.19438109,0.1852,0.49
BKC,BKC,Công ty Cổ phần Khoáng sản Bắc Kạn,HNX,11737728,Không được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2009-08-17T17:00:00.000Z,4695091.0,0.4,0.0,0.0018,0.48999994
BKG,BKGVN,Công ty Cổ phần Đầu tư BKG Việt Nam,HOSE,68200000,Được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2020-12-30T17:00:00.000Z,27279993.0,0.4,0.0,0.0015,0.49999999
BLF,BLF,Công ty Cổ phần Thủy sản Bạc Liêu,HNX,11500000,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2008-06-01T17:00:00.000Z,4599999.0,0.4,0.0,0.0242,0.0
BLI,BLIC,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,UPCOM,59999474,Không được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2015-12-10T17:00:00.000Z,11999894.0,0.2,0.0,0.0076,0.49
MH3,BLIP,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,UPCOM,24000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2017-03-05T17:00:00.000Z,6000000.0,0.25,0.3986995,0.0278,0.0
DTB,BLURBAN,Công ty Cổ phần Công trình Đô thị Bảo Lộc,UPCOM,1558248,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2019-07-21T17:00:00.000Z,545386.0,0.35,0.61415834,0.0,0.0
BMC,BMC,Công ty Cổ phần Khoáng sản Bình Định,HOSE,12392630,Được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2006-12-27T17:00:00.000Z,6815946.0,0.55,0.25000214,0.0627,0.48999994
BMD,BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,UPCOM,2753280,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-06-13T17:00:00.000Z,412992.0,0.15,0.52969549,0.0,0.0
BMF,BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,UPCOM,4159600,Không được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2018-04-15T17:00:00.000Z,831920.0,0.2,0.10662083,0.0001,0.0
BMI,BMI,Tổng Công ty Cổ phần Bảo Minh,HOSE,109623985,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm phi nhân thọ,2008-04-20T17:00:00.000Z,32887195.0,0.3,0.5070133,0.3333,0.48999999
BMG,BMIG,Công ty Cổ phần May Bình Minh,UPCOM,5292000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2018-12-24T17:00:00.000Z,2646000.0,0.5,0.25,0.1917,0.2
BMJ,BMJ,Công ty Cổ phần Khoáng sản Miền Đông AHP,UPCOM,104999978,Không được ký quỹ,Kim loại và khai thác,Khai thác khoáng sản phi kim,2009-12-21T17:00:00.000Z,62999986.0,0.6,0.04266287,0.0006,0.5
BMN,BMN,Công ty Cổ phần 715,UPCOM,2750000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2016-04-05T17:00:00.000Z,687500.0,0.25,0.74967273,0.0,0.49
BMP,BMP,Công ty Cổ phần Nhựa Bình Minh,HOSE,81860938,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2006-07-10T17:00:00.000Z,40930469.0,0.5,0.00024411,0.8496,1.0
BMS,BMSC,Công ty Cổ phần Chứng khoán Bảo Minh,UPCOM,60989375,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2018-08-07T17:00:00.000Z,18296812.0,0.3,0.0,0.0002,1.0
MBN,BNURENCO,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,UPCOM,5750000,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2018-10-02T17:00:00.000Z,580446.0,0.10094713,0.64611374,0.0,0.49
BNW,BNWSSC,Công ty Cổ phần Nước sạch Bắc Ninh,UPCOM,37549391,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2018-12-27T17:00:00.000Z,3754939.0,0.1,0.49056132,0.0,0.0
BOT,BOT,Công ty Cổ phần BOT Cầu Thái Hà,UPCOM,59246800,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2019-02-13T17:00:00.000Z,26661060.0,0.45,0.0,0.0012,0.51
BPC,BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,HNX,3800000,Được ký quỹ,Bao bì,"Bao bì, đóng gói từ giấy",2009-06-07T17:00:00.000Z,1520000.0,0.4,0.49,0.0313,0.49
BRC,BRC,Công ty Cổ phần Cao su Bến Thành,HOSE,12374997,Được ký quỹ,Sản xuất sản phẩm nhựa và cao su,Các sản phẩm khác từ cao su,2011-12-12T17:00:00.000Z,1608749.0,0.13,0.19859221,0.0053,0.49999996
BRS,BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,UPCOM,4541950,Không được ký quỹ,Tiện ích nước,Xử lý nước thải,2017-01-23T17:00:00.000Z,454195.0,0.1,0.76921807,0.0,0.0
VTG,BRVT,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,UPCOM,18644500,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2015-12-24T17:00:00.000Z,2796675.0,0.15,0.5888278,0.0,0.0
BSC,BSC,Công ty Cổ phần Dịch vụ Bến Thành,HNX,3150747,Được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Dịch vụ hỗ trợ đa dạng,2011-01-04T17:00:00.000Z,472612.0,0.15,0.47113272,0.0483,0.48999999
BSP,BSGPT,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,UPCOM,12500000,Không được ký quỹ,Đồ uống,Sản xuất bia ,2016-08-09T17:00:00.000Z,6250000.0,0.5,0.338544,0.0003,0.49
BSI,BSI,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,187300660,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2011-07-18T17:00:00.000Z,24349085.0,0.13,0.51958987,0.3727,1.0
BSR,BSRC,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,UPCOM,3100499616,Không được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lọc dầu,2018-02-28T17:00:00.000Z,310049961.0,0.1,0.92126451,0.0052,0.08392598
BST,BST,Công ty Cổ phần Sách và Thiết bị Bình Thuận,HNX,1100000,Được ký quỹ,Phương tiện truyền thông,Xuất bản,2008-12-17T17:00:00.000Z,385000.0,0.35,0.4,0.0034,0.49
BT6,BT6,Công ty Cổ phần BETON 6,UPCOM,32905510,Không được ký quỹ,Vật liệu xây dựng,Sản xuất bê tông,2017-03-05T17:00:00.000Z,21388581.0,0.65,0.05931168,0.0828,0.48999998
BTG,BTG,Công ty Cổ phần Bao bì Tiền Giang,UPCOM,1190000,Không được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2010-03-23T17:00:00.000Z,416500.0,0.35,0.6,0.0,0.49
BTH,BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,UPCOM,25000000,Không được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2017-09-26T17:00:00.000Z,1727191.0,0.06908764,0.0,0.0001,0.49
BTN,BTN,Công ty Cổ phần Gạch Tuy Nen Bình Định,UPCOM,4396762,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch,2018-01-04T17:00:00.000Z,4176923.0,0.95,0.0,0.0,0.48999993
BTP,BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,HOSE,60485600,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2009-11-24T17:00:00.000Z,12097120.0,0.2,0.79562006,0.0968,0.49
BTS,BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,HNX,123559858,Được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2006-12-04T17:00:00.000Z,24711971.0,0.2,0.79515257,0.0014,0.49
BTT,BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,HOSE,13500000,Được ký quỹ,Công ty thương mại và nhà phân phối,Công ty thương mại và nhà phân phối,2010-04-13T17:00:00.000Z,7911843.0,0.58606244,0.41393756,0.0493,0.49
BTD,BTTD,Công ty Cổ phần Bê tông ly tâm Thủ Đức,UPCOM,6412291,Không được ký quỹ,Vật liệu xây dựng,Sản xuất bê tông,2017-03-01T17:00:00.000Z,2564916.0,0.4,0.51,0.005,0.49
BTV,BTTOUR,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,UPCOM,24956600,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khách sạn và phòng ở,2017-03-02T17:00:00.000Z,4991320.0,0.2,0.49,0.0,0.0
BTU,BTU,Công ty Cổ phần Công trình Đô thị Bến Tre,UPCOM,3600000,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2016-03-10T17:00:00.000Z,720000.0,0.2,0.6,0.0003,0.0
BTW,BTW,Công ty Cổ phần Cấp nước Bến Thành,HNX,9360000,Được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-11-13T17:00:00.000Z,1404000.0,0.15,0.5315,0.2144,0.49
BLN,BUSLN,Công ty Cổ phần Vận tải và Dịch vụ Liên Ninh,UPCOM,5000000,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hành khách đường bộ ,2016-09-08T17:00:00.000Z,750000.0,0.15,0.35,0.0013,0.49
BVG,BVG,Công ty cổ phần Group Bắc Việt,UPCOM,9750948,Không được ký quỹ,Kim loại và khai thác,Sản xuất kết cấu kim loại,2015-11-19T17:00:00.000Z,9263400.0,0.95,0.0,0.0003,0.48999995
BVH,BVH,Tập đoàn Bảo Việt,HOSE,742322764,Được ký quỹ,Bảo hiểm và hoạt động liên quan,Bảo hiểm nhân thọ,2009-06-24T17:00:00.000Z,74232276.0,0.1,0.6798447,0.2724,0.49
BVN,BVN,Công ty Cổ phần Bông Việt Nam,UPCOM,5000000,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2011-10-10T17:00:00.000Z,750000.0,0.15,0.1972,0.0007,0.49
TNH,BVQTTN,Công ty Cổ phần Bệnh viện Quốc tế Thái Nguyên,HOSE,51874998,Được ký quỹ,Nhà cung cấp và dịch vụ chăm sóc sức khỏe,Cơ sở chăm sóc sức khỏe,2021-01-05T17:00:00.000Z,38906248.0,0.75,0.0,0.4254,0.49
BVS,BVS,Công ty Cổ phần Chứng khoán Bảo Việt,HNX,72200145,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2006-12-17T17:00:00.000Z,28880058.0,0.4,0.59918087,0.0771,1.0
BWA,BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,UPCOM,2700000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2010-06-13T17:00:00.000Z,540000.0,0.2,0.75937037,0.0,0.49
BWS,BWAC,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,UPCOM,90000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-11-27T17:00:00.000Z,45000000.0,0.5,0.41563917,0.0081,0.49
BXH,BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,HNX,3012040,Được ký quỹ,Bao bì,"Bao bì, đóng gói từ giấy",2009-11-24T17:00:00.000Z,1054214.0,0.35,0.48988758,0.0,0.4899998
HNB,BXHN,Công ty Cổ phần Bến xe Hà Nội,UPCOM,9500000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Bến xe khách,2015-10-21T17:00:00.000Z,1425000.0,0.15,0.67056842,0.0008,0.49
C69,C1369,Công ty Cổ phần Xây dựng 1369,HNX,60000000,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-04-20T17:00:00.000Z,39000000.0,0.65,0.0,0.0001,0.49
C21,C21,Công ty Cổ phần Thế kỷ 21,UPCOM,18138647,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2016-10-31T17:00:00.000Z,9069323.0,0.5,0.0,0.0041,0.48999996
C22,C22,Công ty Cổ phần 22,UPCOM,3550000,Không được ký quỹ,Sản phẩm thực phẩm,"Sản xuất bánh kẹo, bánh mì",2018-05-23T17:00:00.000Z,1775000.0,0.5,0.51345465,0.0,0.49
C32,C32,Công ty Cổ phần CIC39,HOSE,15030145,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2012-11-29T17:00:00.000Z,14278637.0,0.95,0.0,0.0446,0.49
C47,C47,Công ty Cổ phần Xây dựng 47,HOSE,27533581,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2011-03-29T17:00:00.000Z,19273506.0,0.7,0.0,0.0005,0.0
C71,C471,Công ty Cổ phần 471,HNY,7000000,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2015-08-02T17:00:00.000Z,1750000.0,0.25,0.0,0.0,0.0
TS3,C532,Công ty Cổ phần Trường Sơn 532,UPCOM,3851880,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2018-01-18T17:00:00.000Z,1155564.0,0.3,0.0,0.0,0.48999995
C92,C92,Công ty Cổ phần Xây dựng và Đầu tư 492,UPCOM,5312920,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2007-11-18T17:00:00.000Z,1593876.0,0.3,0.0,0.0372,0.48999985
CAD,CAD,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex,UPCOM,20799927,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2012-10-31T17:00:00.000Z,19759930.0,0.95,0.0,0.0816,0.48999997
CPA,CAFEPA,Công ty Cổ phần Cà phê Phước An,UPCOM,23627990,Không được ký quỹ,Sản phẩm thực phẩm,Trồng cây có hạt và cây ăn trái,2019-12-29T17:00:00.000Z,1208084.0,0.05112936,0.20187058,0.0,0.0
CFV,CAFETL,Công ty Cổ phần Cà phê Thắng Lợi,UPCOM,12650000,Không được ký quỹ,Đồ uống,Nước giải khát,2019-06-02T17:00:00.000Z,333960.0,0.0264,0.49455336,0.0,0.0
CAN,CAN,Công ty Cổ phần Đồ hộp Hạ Long,HNX,5000000,Được ký quỹ,Sản phẩm thực phẩm,Bảo quản rau quả và sản xuất thực phẩm chuyên biệt,2009-06-11T17:00:00.000Z,2000000.0,0.4,0.277472,0.1963,0.49
CCT,CANTHOP,Công ty Cổ phần Cảng Cần Thơ,UPCOM,28480000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2017-06-29T17:00:00.000Z,280889.0,0.00986268,0.99046699,0.0004,0.49
CAP,CAP,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái,HNX,7853968,Được ký quỹ,Giấy và lâm sản,Sản xuất giấy,2008-01-08T17:00:00.000Z,5105079.0,0.65,0.0,0.0156,0.0
CCA,CASEAMEX,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,UPCOM,13734017,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2019-12-25T17:00:00.000Z,7553709.0,0.55,0.0,0.0065,0.48999995
HFB,CAUPHA,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,UPCOM,9100000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2017-03-29T17:00:00.000Z,2275000.0,0.25,0.4,0.0,0.0
CAV,CAV,Công ty Cổ phần Dây cáp điện Việt Nam,HOSE,57489430,Được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2014-12-07T17:00:00.000Z,2100795.0,0.03654228,0.0,0.0022,0.49
CMW,CAWASU,Công ty Cổ phần Cấp nước Cà Mau,UPCOM,15534900,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-04-09T17:00:00.000Z,1553490.0,0.1,0.71488713,0.0,0.49
KCB,CBMC,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,UPCOM,8000000,Không được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2015-11-30T17:00:00.000Z,2800000.0,0.35,0.51885863,0.0001,0.49
CBS,CBSU,Công ty Cổ phần Mía đường Cao Bằng,UPCOM,3527925,Không được ký quỹ,Sản phẩm thực phẩm,Sản xuất đường,2017-06-19T17:00:00.000Z,1763962.0,0.5,0.0,0.0,0.48999993
CCI,CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,HOSE,17541105,Được ký quỹ,Kinh doanh xăng dầu,Phân phối xăng dầu và các sản phẩm dầu khí,2010-04-14T17:00:00.000Z,5262331.0,0.3,0.25677889,0.0239,0.0
CCL,CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,HOSE,53199579,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2011-03-02T17:00:00.000Z,34579726.0,0.65,0.0,0.0092,0.49999999
VSM,CCLTD,Công ty Cổ phần Container Miền Trung,HNX,3354996,Được ký quỹ,Dịch vụ vận tải hàng không và logistics,Sắp xếp vận tải hàng hóa,2017-07-16T17:00:00.000Z,1174248.0,0.35,0.0,0.0106,0.48999999
CCM,CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,UPCOM,6199896,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2018-07-05T17:00:00.000Z,1549974.0,0.25,0.0,0.0012,0.0
